Country,Year,Total Energy Consumption (TWh),Per Capita Energy Use (kWh),Renewable Energy Share (%),Fossil Fuel Dependency (%),Industrial Energy Use (%),Household Energy Use (%),Carbon Emissions (Million Tons),Energy Price Index (USD/kWh),Cluster,PC1,PC2
Japan,2012,8679.9,36149.25,85.89,25.27,59.03,16.37,1780.88,0.34,2,-0.19195942221094323,0.4657650793289513
China,2005,3460.48,12703.69,71.08,68.94,22.89,16.23,4009.95,0.15,2,-0.637604579550763,-1.7808733540522974
Russia,2010,1324.55,11123.11,44.88,20.91,52.67,29.42,1789.91,0.48,1,-0.11648707337794137,0.8622455321292969
Japan,2020,6492.37,27582.83,9.75,33.09,27.83,12.78,2659.06,0.19,0,1.124110121269562,0.16647061604140945
UK,2020,9966.35,34103.29,8.83,51.38,43.07,19.18,3089.0,0.29,1,1.6868292645837992,0.8862833662604059
Japan,2013,2400.01,3126.06,18.42,61.58,35.48,34.92,4234.65,0.31,0,0.7556503834272835,-0.5146317681077447
UK,2005,2867.75,3471.12,87.94,28.63,33.96,13.11,3098.51,0.15,2,-0.5532338928864232,-2.086802128164128
Japan,2005,9721.29,39316.45,38.89,76.37,54.82,24.04,1937.47,0.18,0,0.29238599140488647,0.08217744251541213
China,2016,1869.89,43045.11,76.69,59.43,58.94,30.06,3488.97,0.27,2,-1.9297283881346299,0.07752957869257805
Germany,2010,5161.02,30419.83,64.94,25.24,35.47,14.25,2601.9,0.17,2,-0.3755179462104983,-0.5549540435247295
Canada,2014,2472.56,21726.99,56.46,60.8,45.62,19.37,2665.59,0.19,0,-0.9256908005633454,-0.819071970391036
China,2008,9330.28,42343.17,85.57,58.74,42.26,26.76,1709.01,0.33,0,-0.6127594923127062,0.522046674099452
USA,2020,9817.06,36576.44,24.58,62.69,23.08,19.82,57.96,0.38,0,0.6912441461572956,1.6021396409693283
India,2016,8165.51,29189.91,43.67,74.11,21.65,13.3,1811.44,0.41,0,0.30582010714645785,0.9696279618283915
Germany,2023,3216.36,16327.98,78.5,59.82,50.94,16.97,1548.45,0.1,2,-1.2934622122333514,-1.696381540813589
Russia,2006,4094.53,10300.76,51.9,34.63,35.78,13.28,546.68,0.38,1,-0.026877550216370383,0.2679882229457211
Australia,2006,2498.83,21224.32,25.95,65.34,32.3,39.51,1033.25,0.47,1,-0.3721037142352941,1.3591095186940816
China,2020,8918.5,14697.72,22.76,58.71,59.42,17.07,4905.41,0.31,0,1.9605180162609455,-0.17804495048189325
Japan,2000,9154.13,17293.3,68.99,50.2,23.41,25.92,1435.09,0.32,0,0.4957480267732687,-0.1934396752735147
China,2024,4246.82,26023.74,6.09,34.77,30.76,22.86,2614.88,0.48,1,0.911814161369985,1.808469232093692
Brazil,2024,6599.68,8870.15,82.71,74.47,54.27,27.09,2769.2,0.44,2,-0.09958374238166894,-0.28214271757725534
Germany,2007,1738.98,40405.75,6.57,45.89,36.6,24.94,2822.15,0.3,0,-0.3289452527405378,1.235513755836988
Canada,2004,4405.87,7703.71,58.63,53.97,43.37,31.81,284.27,0.39,1,-0.2702162082996393,0.08934139503742866
Russia,2018,6351.84,24309.19,56.4,39.08,21.94,36.19,3868.74,0.13,2,0.28703572166002655,-1.10542371540136
Brazil,2007,3915.49,37425.58,54.16,64.66,56.81,18.56,3665.21,0.24,0,-0.8615996553903116,-0.03677976136332241
UK,2016,3640.24,24508.53,45.32,33.87,25.48,15.51,4887.1,0.37,1,0.28471890199286914,0.31516023885871275
Brazil,2018,109.89,18370.59,77.46,66.74,28.53,39.53,964.22,0.18,0,-2.1643889452305904,-1.116271217057459
China,2011,8062.51,24007.12,61.04,17.56,26.27,35.98,2791.27,0.25,2,0.7432837387155711,-0.2668823513734789
Russia,2022,8904.44,42509.2,71.46,59.63,39.9,20.92,4028.96,0.13,0,-0.19376295198766608,-0.7125089096129551
China,2014,9697.69,49526.37,14.82,43.38,52.67,36.84,665.51,0.45,0,0.8443448855432648,2.631990535068482
UK,2003,7220.79,31741.59,9.24,58.91,30.68,30.12,3958.38,0.45,0,1.2869048285999485,1.5612041123003613
Australia,2022,5533.04,39775.48,7.42,47.2,25.69,23.12,1386.32,0.27,0,0.27909815940007915,1.2115030336470747
Russia,2011,2765.92,1217.19,17.51,19.4,36.4,36.2,1440.19,0.14,1,0.8120442838161268,-1.036814038093117
Australia,2012,9993.06,44078.04,61.7,43.39,59.27,30.26,4730.7,0.36,0,0.6761805937166742,0.7833243225460828
Germany,2013,5938.55,47725.46,46.99,77.52,20.44,34.79,1603.67,0.15,0,-1.0939854837397656,0.14015760338399663
Germany,2004,6843.43,28970.88,68.94,62.84,40.16,22.53,2941.98,0.15,0,-0.4060871386545978,-0.9671574513778337
Australia,2021,6855.82,37813.34,21.3,31.01,46.77,33.96,2228.46,0.49,1,0.8229293949308454,2.179317758392559
Germany,2015,8467.99,25880.86,36.19,76.09,52.27,21.01,436.89,0.09,0,0.1604227254533001,-0.7290126949079543
Russia,2006,195.76,14667.09,80.52,64.53,49.85,32.05,4754.89,0.22,2,-1.4307052463846326,-1.5181920536049536
Japan,2014,2280.44,42686.27,84.54,35.51,22.98,23.07,1107.94,0.3,1,-2.0887750238984344,0.516987268740552
USA,2012,6688.79,30043.42,83.35,52.25,38.47,22.16,1375.09,0.1,0,-0.9514748208850781,-1.1760869389833164
Germany,2015,8961.94,29179.46,74.56,39.87,23.15,33.9,1917.37,0.07,0,-0.010132760162647565,-1.2675470650450458
Germany,2011,6884.85,33127.04,63.5,16.77,44.79,13.75,2517.75,0.29,2,0.13786016108887142,0.3066545850239231
China,2006,4193.56,42872.16,82.66,66.42,23.08,37.85,764.21,0.1,0,-2.1555687855875427,-0.674016622027025
Australia,2015,3679.4,36729.35,65.71,23.38,21.94,25.26,3168.19,0.16,2,-0.8184453221763439,-0.45008533232918185
India,2022,7405.69,10950.65,86.08,42.06,32.24,29.08,2597.78,0.27,2,0.1637532088111109,-1.0665547106837667
Canada,2022,7438.25,23607.77,7.11,59.18,57.55,22.16,1549.9,0.21,0,1.062322775286717,0.19719550535221445
Brazil,2012,6109.87,49024.77,83.34,75.25,48.4,29.38,3478.63,0.37,0,-1.378346208058191,0.7406018567739655
Germany,2022,2985.52,27950.76,52.24,14.39,20.16,31.3,2594.7,0.48,1,-0.19275339368877734,1.3367880586960141
Brazil,2002,9259.03,46943.14,14.5,37.53,31.39,36.05,4211.39,0.39,1,1.4243043282061387,1.7877416218965174
Russia,2014,5563.61,40761.79,23.27,53.03,20.7,35.63,4284.25,0.5,1,0.48926763622637603,1.9778403375815372
India,2002,7925.87,33468.16,77.43,64.55,31.77,20.73,4901.53,0.23,0,-0.1160715960321748,-0.69292654159019
Canada,2006,2221.65,17793.58,48.02,74.47,47.42,28.48,383.31,0.19,2,-1.2080667450818035,-0.6347417701409919
Australia,2017,3506.0,15563.81,88.54,10.03,50.39,33.42,2055.63,0.15,2,-0.7445505886352837,-1.431341537033936
USA,2013,8758.34,32349.34,14.99,53.94,52.16,32.95,2532.52,0.45,1,1.325847902714086,1.7052240717867007
Canada,2017,596.06,21911.78,40.06,10.49,56.4,36.73,1207.36,0.23,1,-0.6642313081911219,0.014415350138136978
Canada,2018,5171.92,40038.3,33.21,65.11,34.63,34.96,4614.07,0.37,1,0.035834299764500414,0.9797259570809891
USA,2013,4868.88,38142.61,48.87,20.48,54.5,31.54,486.24,0.35,1,-0.4955941574102772,1.2617099197970723
Japan,2019,7537.18,15950.46,58.84,72.62,49.11,32.47,2171.11,0.08,0,0.0764050876406211,-1.6693991859609845
Australia,2005,2890.75,35285.07,61.24,20.86,41.51,34.22,966.69,0.45,1,-0.9834921515822089,1.491178923128541
China,2007,2268.76,24980.23,5.11,63.5,58.19,35.14,3426.59,0.27,0,0.16907041216597174,0.3550588453494016
Brazil,2006,9268.72,16502.96,12.56,30.25,57.91,20.58,3539.71,0.15,2,2.1844998563591846,-0.6051244681089422
Germany,2019,5759.93,20941.85,7.98,49.01,55.9,33.45,4368.94,0.49,1,1.5067699757142405,1.382872201809888
Canada,2017,1136.43,44819.92,78.49,52.59,28.09,38.48,2074.4,0.39,1,-2.257889315405626,1.0043776977447403
Russia,2017,2011.06,18296.13,31.63,24.47,28.32,16.99,3886.8,0.33,1,0.3000178657581175,0.1888657857782687
USA,2014,9988.38,14726.26,36.2,30.91,56.04,11.45,2770.42,0.49,2,2.013691118779919,1.0486851927421044
Brazil,2019,2036.53,17914.46,43.28,17.53,35.92,12.17,4070.74,0.39,1,0.22018170374932597,0.36655585334130986
India,2021,6143.71,11123.61,77.19,10.37,51.9,16.5,472.63,0.1,2,-0.05729327089033171,-1.5319205581843283
USA,2018,4259.27,27459.43,6.2,26.76,47.48,37.59,2344.07,0.5,1,0.9287131693661518,2.0416593918191515
India,2021,8867.43,7798.1,15.08,46.12,50.49,13.8,795.27,0.32,0,1.800697543530291,0.2701537732599374
Australia,2020,7576.17,40963.47,63.24,59.95,21.05,32.43,3962.26,0.18,0,-0.2580849297102906,-0.3716690114954535
Canada,2020,6009.82,11666.22,86.93,65.55,37.2,36.01,805.72,0.42,0,-0.6425327719962042,-0.0761959098016674
Russia,2001,206.32,30103.72,59.64,14.88,54.28,36.33,89.9,0.07,2,-1.7603726874451862,-0.7415179010846339
Germany,2007,8809.97,6688.76,27.2,29.07,39.6,22.5,4651.14,0.34,2,2.392453781967958,-0.21850308240129998
India,2020,4502.21,48933.43,49.19,63.92,47.61,24.86,2448.76,0.12,0,-1.241724619820232,-0.06801286326291753
Brazil,2010,9322.62,23001.49,87.87,43.66,50.24,19.7,4926.69,0.09,2,0.43636682936925286,-1.9458752572117508
Japan,2017,5005.84,41197.48,49.89,22.75,24.83,14.42,2292.34,0.21,2,-0.41030513235938526,0.33422514563706446
Australia,2022,6972.82,38548.07,36.75,37.45,26.23,16.37,2974.42,0.21,1,0.349095704962232,0.27695637795471695
Japan,2012,786.0,35827.81,37.59,28.9,48.98,14.04,3733.67,0.32,1,-0.7180987578016041,0.7114189862916124
Australia,2008,7477.0,41454.56,87.2,13.55,22.18,22.23,1439.95,0.3,2,-0.6104720776002476,0.5044979754299822
China,2008,3446.16,5472.95,66.11,63.45,33.68,15.11,707.64,0.36,1,-0.6416320083254027,-0.36244183258042484
Brazil,2016,3578.45,34085.61,63.41,30.42,56.72,22.1,3322.59,0.13,2,-0.7881689351106796,-0.7390234604606541
Japan,2006,1274.69,13658.45,24.72,76.16,42.97,35.54,2577.9,0.44,1,-0.2924738475542457,0.6808314422645152
Russia,2008,1553.89,39400.65,52.56,72.17,56.42,29.64,4142.67,0.44,1,-1.2954625217023303,1.1081672528796853
Canada,2021,1939.01,47865.0,35.32,60.14,32.38,29.88,273.09,0.15,0,-1.795942988734688,0.5199277449236959
USA,2000,3349.24,45123.73,25.42,32.86,45.47,34.36,2746.61,0.26,1,-0.39494769923215217,0.9985700345476702
Germany,2001,8930.5,6190.14,81.12,29.59,31.47,11.24,969.49,0.27,2,0.6391918793137129,-0.9258639604525392
Canada,2003,3745.78,18792.84,37.57,43.27,24.44,33.84,3105.72,0.46,0,0.3166341488086615,0.8965942265464093
Canada,2013,7271.19,18533.98,29.04,34.82,59.63,15.89,3814.18,0.46,2,1.5279266852163538,0.9652605098840822
Australia,2003,919.2,6553.67,84.2,73.08,27.05,20.38,1351.9,0.08,2,-1.844139701654797,-2.2986910324750562
Russia,2001,5951.88,5357.24,21.77,18.64,27.54,19.24,2434.85,0.48,1,1.74511409052235,0.9063972462464283
Australia,2007,4870.72,19552.06,68.37,60.71,53.68,13.17,2130.01,0.08,2,-0.7237362702530219,-1.6187934068171017
UK,2017,9781.78,49607.54,60.48,52.76,52.09,15.21,3786.61,0.3,0,0.18674548912818778,0.7408059203015525
India,2018,8477.46,28662.66,83.24,66.44,59.11,38.69,3019.35,0.19,0,-0.3219248944033448,-0.9611076865886251
Germany,2013,4602.81,31278.19,75.72,47.97,22.87,28.01,647.5,0.23,0,-1.2855783786479213,-0.18351235190643955
India,2019,7773.91,23815.44,64.95,54.07,23.77,24.22,4884.9,0.33,2,0.5895409991965179,-0.2725469501400786
USA,2024,2011.08,33285.36,31.74,77.39,37.95,32.73,4566.07,0.31,1,-0.6466583707735836,0.34263337170097796
UK,2009,5667.13,47854.77,47.12,16.44,43.67,34.41,2914.66,0.13,2,-0.2854168879376611,0.1190406512066547
Brazil,2016,838.73,29640.55,85.28,17.34,21.52,13.31,3898.51,0.49,2,-1.2544672224488025,0.8319837430607944
USA,2007,3546.08,3719.4,6.97,37.55,26.34,32.23,148.85,0.06,1,0.6720031456731624,-1.172455820157868
USA,2013,2336.04,24898.08,72.52,43.09,48.13,37.97,1047.38,0.2,0,-1.4512401437328046,-0.591478672786197
China,2020,7217.21,49641.19,26.4,23.99,46.74,27.56,3850.92,0.41,1,0.7259599768717253,1.934334500344049
Germany,2022,4951.9,19676.43,20.73,15.79,23.59,28.42,575.63,0.43,1,0.8001551891254192,1.4098129986051007
Australia,2007,7535.6,29897.12,24.74,11.55,57.27,36.11,261.5,0.41,1,0.9858438998003363,1.6941725532143976
Russia,2004,5201.42,5778.52,10.08,63.52,30.19,30.38,3097.79,0.22,0,1.2292474068377843,-0.6760391849512414
India,2015,956.2,7488.43,89.32,43.95,55.49,39.86,219.5,0.35,1,-1.63859109174611,-0.5289349234641982
USA,2007,7380.14,43796.73,78.94,69.04,56.92,18.48,956.41,0.39,1,-1.1596637071212403,1.052086356838787
India,2009,8348.97,15367.06,49.29,35.26,39.6,35.36,445.91,0.31,1,0.7846389697593893,0.12087387568870878
India,2007,9044.96,15619.84,65.78,59.24,36.48,28.37,2694.64,0.36,2,0.7210535983806141,-0.17397712706528395
Brazil,2008,5762.72,19667.04,52.31,44.2,31.13,20.97,3400.82,0.3,0,0.36627278361003524,-0.2185293423456911
Germany,2017,7560.5,48340.69,73.98,52.84,52.3,36.49,957.38,0.07,0,-1.1978864346301847,-0.4752501496048027
Germany,2002,7545.24,4677.33,76.81,35.91,27.86,39.89,2370.35,0.17,2,0.5415317577353093,-1.6987282855877301
Japan,2016,1641.92,41028.82,24.79,15.68,44.88,11.74,149.85,0.37,1,-0.8032806339857449,1.8598433386130389
Canada,2019,1725.78,17407.11,44.08,76.32,42.69,37.77,1360.07,0.16,0,-1.1111050735259602,-0.8956085023982312
Germany,2014,801.77,42548.67,58.96,68.53,29.96,16.09,939.04,0.25,1,-2.3139064783482852,0.4514284575497839
India,2020,3267.14,49591.9,88.17,31.83,59.32,16.16,871.52,0.29,1,-2.1503646418997175,0.7200237473110749
Australia,2016,4787.74,17759.04,63.03,77.11,53.85,11.25,1163.85,0.35,0,-0.721676487234462,-0.01767193979334162
India,2007,9979.19,6903.14,81.3,31.03,20.82,37.67,4036.45,0.17,2,1.2653314429106077,-1.8470899944718309
Australia,2001,4366.83,7646.59,76.92,41.01,36.89,32.78,4751.27,0.32,2,0.15238911783102405,-1.0494178237752037
Japan,2016,7289.8,38057.67,54.48,62.86,34.36,11.6,3544.96,0.32,0,-0.050811696291553896,0.4766063847151307
Australia,2017,6964.63,7673.62,80.96,31.63,55.31,29.01,407.66,0.43,1,0.14482927848834795,0.10135502208349267
Germany,2004,2124.37,13390.87,37.08,32.72,30.58,13.6,3159.41,0.3,1,0.1270916826543744,-0.18837327548649888
Brazil,2008,679.22,10617.72,37.24,38.71,59.94,32.54,3683.87,0.18,1,-0.193889915239006,-1.0771394539376442
Australia,2008,5505.47,18106.09,71.38,42.79,28.0,22.27,600.07,0.29,2,-0.49585726502606964,-0.25003450223627965
India,2001,7033.03,4181.15,16.44,18.65,29.76,11.55,1506.9,0.1,1,1.721029959144979,-1.127200239142344
Russia,2001,9982.69,42908.75,31.0,11.22,46.64,34.88,2170.49,0.32,1,1.2748774077559115,1.3672773510190064
Germany,2018,3650.25,43077.24,56.73,74.34,26.44,27.17,1588.08,0.46,1,-1.4344109562905418,1.614178531873123
Russia,2022,8974.01,20940.18,40.71,34.72,55.55,33.19,2615.68,0.29,0,1.286414046189407,0.07622131333133782
UK,2002,3881.13,30798.33,84.96,17.12,24.4,30.24,698.05,0.18,1,-1.3179393954952254,-0.4962212377233537
UK,2016,6925.18,32276.6,86.47,63.14,59.33,23.03,2251.51,0.23,0,-0.9165858148866902,-0.5383088009185513
India,2013,6022.7,37588.28,47.72,30.65,54.99,30.96,3679.74,0.46,2,0.29463370425278246,1.463291150606312
UK,2013,624.49,26274.16,50.82,22.72,53.59,10.44,2331.62,0.42,1,-0.8353633146705473,0.9369585699479239
Canada,2013,876.05,25761.63,66.59,77.38,36.29,20.19,1091.65,0.41,1,-1.9127594578515839,0.5736628024167664
Japan,2005,305.56,31749.54,43.87,74.44,40.55,33.34,4020.46,0.3,2,-1.31412716133938,0.13393558902576652
Germany,2002,3771.26,35300.9,21.16,17.4,38.25,32.89,2002.26,0.23,1,0.11849392662858967,0.6667326213860351
Russia,2000,7483.43,17661.17,68.49,72.95,59.5,36.62,2154.21,0.11,0,-0.17715939587510873,-1.5629165676232442
India,2015,1810.28,16853.34,67.71,72.36,21.39,28.33,1820.24,0.49,1,-1.2216659864868977,0.6150939809525493
Canada,2003,6097.94,13851.06,25.82,54.41,35.27,38.27,1484.17,0.13,0,0.6349566038655236,-0.8629097454893361
India,2000,2959.4,27667.9,75.8,47.08,58.74,26.73,3029.64,0.16,2,-1.212157924110809,-1.0137543343066129
Canada,2016,7990.23,18327.71,57.16,25.22,34.78,25.01,979.65,0.39,1,0.70117765140943,0.5600821406436384
UK,2017,8004.12,27245.51,25.09,18.5,35.94,15.92,3857.69,0.21,0,1.5286584252682913,-0.01896431584677807
UK,2007,7776.6,20596.25,60.42,52.45,45.25,33.37,2434.41,0.31,2,0.3898793710254115,-0.14480671031904108
Australia,2001,5295.85,41918.34,24.86,67.54,56.29,30.76,4423.76,0.39,1,0.14140571186073456,1.292435756759737
China,2017,2917.21,4119.95,27.54,58.21,31.78,23.82,4697.51,0.3,0,0.7569983251561124,-0.6980237207436637
India,2015,8113.5,28824.42,77.08,22.66,57.9,12.61,1945.72,0.27,2,0.09036079011518303,-0.10534903514776237
Australia,2009,1942.4,28993.38,84.01,30.3,31.3,13.77,836.17,0.07,2,-1.8939038789219613,-1.2605487240880977
Germany,2007,2968.62,19494.01,26.84,48.25,52.62,13.43,2551.04,0.27,0,0.062649915080545,0.023434623578893796
Australia,2011,1921.08,21340.53,83.88,53.75,31.03,21.27,1388.74,0.25,0,-1.708518978815005,-0.6804825065615954
USA,2021,6774.68,40106.5,25.3,15.06,22.92,14.77,2161.29,0.45,1,0.7883647999940941,2.0559461159504435
UK,2015,6893.74,14393.35,14.97,52.98,52.49,35.83,1918.34,0.25,0,1.204521500356738,-0.051054478658872644
USA,2011,6559.85,43634.49,9.95,61.54,38.0,36.98,2279.84,0.33,1,0.3743478827274845,1.5047391265944141
India,2010,4214.45,44868.99,25.58,22.7,35.63,35.7,2517.9,0.4,1,-0.014864222127305914,1.8617388936350014
Russia,2019,1091.69,32705.66,37.75,27.24,37.2,28.27,3155.77,0.26,1,-0.6750068138810865,0.32486178530817594
Russia,2018,9120.58,38756.46,83.84,28.12,44.46,27.89,68.88,0.17,0,-0.5558294614925763,-0.1846003139618903
Germany,2000,5126.54,30840.9,25.58,75.79,30.51,36.73,1319.28,0.45,0,-0.13141938687487625,1.5473726960503482
Australia,2002,4129.02,26500.33,36.06,38.49,29.49,22.19,892.76,0.45,1,-0.10731836057812805,1.4409482520280996
Russia,2011,5929.37,48350.55,67.4,47.14,39.34,11.87,3566.71,0.45,2,-0.6772792118097585,1.493286137132631
Canada,2008,2008.63,14491.42,30.68,60.7,21.43,24.11,4170.02,0.17,0,-0.037586843060209395,-1.042110065231612
Canada,2020,1412.23,8130.47,63.17,36.0,45.71,26.61,3642.49,0.19,2,-0.46928451340514754,-1.446726510945748
Germany,2021,4114.7,14730.53,41.73,17.39,52.91,26.48,4874.59,0.46,1,1.0104031883563087,0.5794977348811644
Japan,2004,2349.48,30923.97,21.7,55.8,49.1,14.77,432.38,0.11,0,-0.8568830615166331,-0.16725238530475048
UK,2000,2518.47,9666.58,67.4,56.71,38.77,33.5,2350.53,0.35,1,-0.6753205251124433,-0.4529624171981817
Australia,2009,8935.86,45486.3,7.3,28.24,42.62,31.96,4501.88,0.18,0,1.5466199771285822,0.6282071028961687
India,2016,5354.52,20845.71,29.85,12.47,21.05,16.9,1629.49,0.37,1,0.8292235195075253,0.8743806721493311
Brazil,2003,4886.34,42573.16,35.28,56.57,56.49,26.54,4021.47,0.43,1,-0.10835689526159334,1.4971957117331294
Brazil,2014,6925.85,12837.21,43.95,59.24,42.32,33.71,2830.62,0.23,0,0.7078461969495394,-0.7534473024316881
Brazil,2018,9520.33,16001.83,62.79,11.82,32.66,10.23,4893.86,0.12,2,1.5951788984060602,-1.5644073589071816
Russia,2007,1210.77,3431.56,44.05,58.52,31.74,18.25,1886.56,0.38,1,-0.3680470364152431,-0.157485544922258
Japan,2022,8351.99,13259.5,55.52,75.72,46.39,24.16,2114.98,0.08,0,0.37230385606569666,-1.7291534110719926
Japan,2014,5881.79,24770.53,55.64,22.51,43.37,35.35,860.84,0.06,0,-0.17215778063849177,-1.0489512998256447
Australia,2006,1547.04,47333.78,36.73,46.49,27.51,33.97,840.22,0.44,0,-1.4492328101034542,2.1283278888538173
Australia,2014,3041.78,19750.7,84.39,58.77,36.4,14.53,4311.96,0.42,2,-0.8735631004905275,-0.14319394708138256
Japan,2007,4875.38,32167.32,86.25,26.11,47.05,23.88,2066.11,0.31,2,-0.9424960416001483,0.08488525910914549
Germany,2022,6942.65,21671.65,54.46,62.61,31.91,19.14,3121.3,0.35,0,0.3182528626143811,0.07804462723368415
Australia,2009,2501.81,2816.2,11.09,70.77,40.37,22.04,3773.65,0.48,1,0.8885301821959368,0.5657857405498288
Germany,2017,5395.3,25424.86,46.75,67.02,30.2,26.22,2219.3,0.08,0,-0.3765435135274674,-1.1374390420416423
USA,2003,6878.25,3762.73,20.68,28.12,22.87,24.98,4771.23,0.15,0,2.0671508055086667,-1.3482715899711697
Canada,2014,4542.53,44243.15,46.07,66.3,35.53,14.25,4693.96,0.38,1,-0.5019484541681013,1.0051884412533463
UK,2010,8643.96,37775.33,21.02,38.93,49.28,13.65,3416.59,0.17,0,1.1183357188281853,0.1787273783279872
Australia,2021,8707.65,19243.25,64.83,28.65,28.55,13.91,4976.28,0.14,2,1.1071078140599546,-1.4365510967098074
Japan,2002,4759.84,32190.82,11.84,21.76,50.18,35.24,63.11,0.25,0,0.28960528770313876,1.010354552688022
Canada,2014,9731.96,6045.39,86.03,73.63,46.78,10.6,95.8,0.38,0,0.1713453691505943,-0.43893282060559635
Canada,2002,848.29,35276.47,21.61,39.88,40.29,16.07,384.3,0.14,0,-1.141643838945895,0.23605854096098347
China,2014,133.29,41225.25,61.16,70.6,58.86,38.68,4720.42,0.24,2,-1.8926151061471896,-0.15446299131218544
Japan,2005,3868.62,41176.41,82.94,21.17,55.34,11.98,3043.93,0.28,1,-1.1838654477549384,0.1975717201848444
UK,2000,6050.86,14571.74,26.07,63.69,42.53,11.09,4642.23,0.13,0,1.0054470243584395,-1.2591569007093752
Japan,2013,6329.08,13555.44,84.42,17.7,42.31,21.62,679.14,0.26,2,-0.17480945327270764,-0.6749909467519415
Australia,2015,4816.81,26309.19,38.04,11.23,31.11,14.54,208.29,0.44,1,0.20053352558250254,1.5466519157348997
India,2000,1336.34,48404.72,86.65,79.65,56.81,26.97,2739.25,0.39,1,-2.6861838089887766,0.839353134323623
USA,2020,1787.93,46065.89,87.57,15.15,55.84,20.16,917.34,0.28,1,-2.1870344646049857,0.5939558201911894
Germany,2016,8536.27,18302.1,20.99,42.31,49.68,16.27,4306.18,0.11,0,1.7438209750937625,-1.0253735024278205
India,2007,8692.32,39101.56,75.64,71.49,25.12,39.96,2131.03,0.06,0,-0.7183472371063647,-1.1194147273736814
USA,2017,6771.6,46105.23,21.44,67.36,48.15,20.23,3863.76,0.08,0,0.11824090615581606,-0.20460297556694207
India,2015,6675.76,13415.86,24.25,42.98,30.12,29.23,2606.37,0.39,0,1.3096114712695426,0.5452135340815725
Germany,2005,6017.05,41599.63,12.15,52.76,27.55,36.22,2666.92,0.37,1,0.45265376183688333,1.6139149990102406
Russia,2009,2108.97,13760.83,18.31,54.08,50.37,37.67,3425.13,0.39,1,0.3802369355450895,0.476268334492621
Japan,2009,4339.68,17492.47,58.74,17.69,58.39,22.3,1710.49,0.19,1,-0.09059101408014911,-0.7112392326340781
India,2004,6989.36,10341.62,43.19,29.94,24.36,39.28,4746.79,0.09,2,1.3501776940153019,-1.7517548634102413
Australia,2011,5418.8,25600.45,72.23,31.07,26.56,31.74,2032.03,0.37,2,-0.33984122860822935,0.3556429103732762
UK,2019,283.95,42243.89,33.22,36.47,28.77,27.5,2020.31,0.47,1,-1.1889842420074874,2.04799768942422
Brazil,2016,9540.21,26638.58,87.33,29.17,58.52,30.8,3551.74,0.25,2,0.4414685206636461,-0.6571304334851413
Australia,2013,8463.68,6610.28,9.24,27.6,47.86,20.8,3199.45,0.39,2,2.5127889590337733,0.48880314206772474
Germany,2013,2679.4,12962.91,10.35,34.83,47.13,22.73,4979.12,0.38,1,1.1636225173812949,0.38967291759794764
UK,2002,6202.94,28361.66,64.62,36.55,40.2,27.59,4258.64,0.43,2,0.26211236830429907,0.6187427403921903
Australia,2011,9240.07,29367.78,80.44,44.11,41.5,19.81,1458.72,0.06,0,-0.20497675306345764,-1.3581989130973415
